"ccode","year","n_selfrule","n_sharedrule","n_RAI"
"ven",2001,7.84,0.5,8.34
"ven",2002,7.84,0.5,8.34
"ven",2003,7.84,0.5,8.34
"ven",2004,7.87,0.5,8.37
"ven",2005,7.87,0.5,8.37
"ven",2006,7.5,0.5,8
"ven",2007,7.5,0.5,8
"ven",2008,7.5,0.5,8
"ven",2009,6.21,0.5,6.71
"ven",2010,6.21,0.5,6.71
"ven",2011,6.21,0.5,6.71
"ven",2012,6.21,0.5,6.71
"ven",2013,6.21,0.5,6.71
"ven",2014,6.21,0.5,6.71
"ven",2015,6.21,0.5,6.71
"ven",2016,6.21,0.5,6.71
"ven",2017,6.21,0.5,6.71
"ven",2018,5.64,0.5,6.14
"vnm",1950,4,0,4
"vnm",1951,4,0,4
"vnm",1952,4,0,4
"vnm",1953,4,0,4
"vnm",1954,4,0,4
"vnm",1955,4,0,4
"vnm",1956,4,0,4
"vnm",1957,4,0,4
"vnm",1958,4,0,4
"vnm",1959,4,0,4
"vnm",1960,4,0,4
"vnm",1961,4,0,4
"vnm",1962,4,0,4
"vnm",1963,4,0,4
"vnm",1964,4,0,4
"vnm",1965,4,0,4
"vnm",1966,4,0,4
"vnm",1967,4,0,4
"vnm",1968,4,0,4
"vnm",1969,4,0,4
"vnm",1970,4,0,4
"vnm",1971,4,0,4
"vnm",1972,4,0,4
"vnm",1973,4,0,4
"vnm",1974,4,0,4
"vnm",1975,4,0,4
"vnm",1976,4,0,4
"vnm",1977,4,0,4
"vnm",1978,4,0,4
"vnm",1979,4,0,4
"vnm",1980,4,0,4
"vnm",1981,4,0,4
"vnm",1982,4,0,4
"vnm",1983,4,0,4
"vnm",1984,4,0,4
"vnm",1985,4,0,4
"vnm",1986,4,0,4
"vnm",1987,4,0,4
"vnm",1988,4,0,4
"vnm",1989,4,0,4
"vnm",1990,5,0,5
"vnm",1991,5,0,5
"vnm",1992,5,0,5
"vnm",1993,5,0,5
"vnm",1994,5,0,5
"vnm",1995,5,0,5
"vnm",1996,7,0,7
"vnm",1997,7,0,7
"vnm",1998,7,0,7
"vnm",1999,7,0,7
"vnm",2000,7,0,7
"vnm",2001,7,0,7
"vnm",2002,7,0,7
"vnm",2003,8,0,8
"vnm",2004,8,0,8
"vnm",2005,8,0,8
"vnm",2006,8,0,8
"vnm",2007,8,0,8
"vnm",2008,8,0,8
"vnm",2009,8,0,8
"vnm",2010,8,0,8
"vnm",2011,8,0,8
"vnm",2012,8,0,8
"vnm",2013,8,0,8
"vnm",2014,8,0,8
"vnm",2015,8,0,8
"vnm",2016,8,0,8
"vnm",2017,8,0,8
"vnm",2018,8,0,8
