"country_name","country_code","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"tunisia","tun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,0.42,0.43,0.49,0.53,0.6,0.64,0.66,0.72,0.88,0.96,1.13,1.36,1.43,1.57,1.84,2.09,2.4,2.72,3.2,3.87,4.55,5.26,6.25,7.03,7.72,7.87,8.84,9.5,10.51,12.41,13.77,15.75,16.79,18.09,19.5,21.73,24.07,26.04,28.55,30.87,33.3,34.51,37.1,40.74,43.92,48,52.3,57.98,61.55,66.14,67.75,73.9,79.1,85.35,89.8,95.29,102.01,112.99,122.97,119.5,130.82,138.42,150.78,165.15
"türkiye, republic of","tur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.02,0.03,0.05,0.07,0.1,0.18,0.31,0.54,0.87,1.51,2.73,5.33,10.69,20.35,39.72,71.94,107.37,171.49,247.27,362.11,472.17,582.85,680.28,795.76,887.71,1002.76,1006.37,1167.66,1404.93,1581.48,1823.43,2054.9,2350.94,2626.56,3133.7,3761.17,4317.81,5048.57,7256.14,15011.78,26545.72,43410.51
"turkmenistan","tkm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0.03,0.22,2.65,3.8,4.79,6.86,8.93,12.33,15.47,20.31,25.24,30.54,38.04,46.16,84.58,98.5,100.22,126.58,143.22,144.96,160.18,157.31,150.07,160.66,172.55,185.62,183.35,213.27,272.87,272.57,288.8
"tuvalu","tuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.06,0.06,0.08,0.08,0.08,0.09,0.09,0.1
"uganda","uga",0.03,0.04,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.07,0.08,0.08,0.09,0.13,0.14,0.16,0.18,0.2,0.22,0.28,0.39,0.46,0.84,1.11,1.72,2.25,3.64,5.89,8.66,17.02,34.53,73.53,215.38,676.1,1549.41,2381.69,2860.73,4132.93,5152,6111.62,7241.01,8068.04,9105.02,10208.16,11380.61,12754.77,13755.45,15144.83,17132.78,19460.48,22186.65,25785.33,30181.84,38570.56,48948,53748,69379,77488,83637,90352,97610,103398,114076,126937,140091,141155,153545,174441,193513,212627
"ukraine","ukr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1.59,12.45,56.38,84.31,96.56,106.1,134.9,175.89,203.4,225.52,267.15,344.39,440.49,544.22,723.46,954.36,912.19,1079.35,1299.99,1404.67,1465.2,1586.92,1988.54,2385.37,2981.23,3560.3,3977.2,4222.03,5450.85,5239.11,6537.83,7648.18
"united arab emirates","are",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97,0.53,0.73,0.99,1.32,1.74,2.45,3.28,4.32,5.91,8.22,25.4,35.47,45.97,64.51,88.03,99.57,121.55,154.69,170.56,158.61,145.33,144.07,141.4,112.06,123.05,125.07,144.36,186.05,180.98,190.72,191.42,210.7,232.86,267.44,283.29,276.55,310.03,378.22,379.41,403.3,456.66,542.84,663.31,815.72,947.08,1158.54,931.15,1102.44,1325.16,1412.48,1469.8,1520.8,1359.84,1356.09,1434.17,1568.34,1535.07,1283.44,1524.74,1846.28,1888.14,1972.42
"united kingdom","gbr",14.34,15.98,17.24,18.49,19.57,21.12,22.72,23.98,25,26.49,28.32,30.01,31.52,33.46,36.57,39.42,41.97,44.19,47.92,51.58,56.63,63.17,70.73,81.23,91.73,115.79,137.12,159.74,186.13,220.98,259.97,290.18,319.56,351.35,377.92,414.63,446.6,496.81,555.68,614.63,670.8,705.88,730.87,769.86,810.79,851.85,909.99,953.41,998.5,1043.25,1100.75,1146.14,1191.44,1258.33,1322.64,1398.75,1472.04,1544.64,1593.6,1548.8,1608.55,1662.59,1713.72,1781.36,1862.51,1916.45,1991.65,2082.48,2152.3,2233.92,2103.49,2285.4,2526.43,2711.19,2850.99
"united states","usa",301.78,348.99,368.03,389.15,390.28,424.87,448.39,471.71,478.17,519.48,539.9,558.58,600.45,633.37,680.15,737.2,808.05,853.88,933.1,1008.75,1064.37,1155.4,1269.88,1418.46,1536.65,1674.01,1867.24,2079.64,2350.4,2627.33,2857.33,3207.03,3343.8,3634.03,4037.65,4339,4579.63,4855.25,5236.43,5641.6,5963.13,6158.13,6520.33,6858.55,7287.25,7639.75,8073.13,8577.55,9062.83,9631.18,10250.95,10581.93,10929.1,11456.45,12217.18,13039.2,13815.6,14474.25,14769.85,14478.05,15048.98,15599.73,16253.95,16880.68,17608.13,18295,18804.9,19612.1,20656.53,21539.98,21354.13,23681.18,26006.9,27720.73,29184.9
"uruguay","ury",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.02,0.04,0.07,0.11,0.15,0.16,0.21,0.33,0.58,1.07,2,3.28,5.83,13.1,27.24,46.93,71.24,106.2,147.62,197.05,246.91,290.02,296.7,301.27,303.68,315.55,370.7,428.59,463.68,514.22,599.46,694.02,779.53,881.59,1010.63,1135.93,1285.53,1451.55,1588.29,1733.77,1864.14,2007.73,2193.67,2250.2,2645.47,2906.44,3027.94,3255.69
"uzbekistan, republic of","uzb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.04,0.04,0.04,0.08,0.56,6.39,81.33,379.56,700.83,1224.51,1775.24,2668.4,4081.04,6174.2,9339.31,12332.25,15369.87,19960.91,26022.99,35333.04,47317.68,61477.68,78936.62,103232.58,127590.24,153311.34,186829.5,221350.91,255421.86,356453.84,473652.89,594659.49,668037.9,820536.6,995573,1204485.35,1454573.87
"vanuatu","vut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,1.33,1.23,1.41,1.55,1.62,1.8,2.09,2.28,2.47,2.98,3.61,4.1,4.16,4.64,5.38,6.98,8.28,9.99,11.02,11.67,14.34,13.98,13.55,15.32,16.54,17.87,19.77,22.48,23.71,24.38,27.2,27.95,29.2,31.61,33.45,34.59,37.44,37.48,36.55,38.43,40.8,43.15,48.61,52.9,59.86,63.26,65,68.91,69.28,71.69,75.11,82.8,87.25,94.89,100.77,107.45,104.93,104.02,121.7,132.91,138.38
"venezuela, república bolivariana de","ven",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1.01,14.01,185.11,621.8,3025.73,4929.71
"vietnam","vnm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,1.66,1.88,1.86,2.03,1.99,2.25,2.55,2.78,2.97,3.08,3.31,3.58,4.17,4.97,6,6.56,7.25,10.18,22.03,35.27,63.03,127.56,774.16,3307.77,14160.43,35670.31,53271.2,97396.6,140344.96,178088.72,226688.62,290629.3,345410.2,398214.15,458390.1,507815.32,560767.82,611111.04,680269.01,778902.23,989542.5,1160527.34,1347892.25,1583050.89,2051931.23,2297116.94,2739843.17,3539881.31,4073762.29,4473655.6,4937031.68,5191323.73,5639401,6293904.55,7009042.13,7707200.29,8044385.73,8487475.6,9621371.82,10320311.14,11511867.2
"west bank and gaza","wbg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.61,0.89,1.11,1.74,1.74,2.05,2.11,2.19,2.55,3.23,2.99,3.17,3.29,3.24,3.03,4.86,5.36,5.65,5.37,5.83,6.28,7.75,8.35,8.56,9.89,10.88,12.97,15.46,17.68,17.59,16.84,16.85,18.07,20.63,23,23.83,23.89,26.23,31.8,36.2,40.03,47.07,48.8,50.05,54.31,59.17,58.05,58.44,61.07,53.47,58.5,64.39,65.45,NA
"yemen, republic of","yem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.75,147.96,176.13,215.69,261.06,336.51,518.25,741.67,884.19,859.1,1189.86,1558.37,1662.1,1878.01,2160.61,2563.49,3208.5,3760.04,4308.64,5375.82,5097.59,6786.81,6996.91,7586.55,8684.83,9289.39,9797.6,8891,10006,11578.73,12606.26,15023.43,19939.29,26240.36,26305.9,34731.23
"zambia","zmb",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.02,0.03,0.06,0.12,0.24,0.62,1.62,2.45,3.29,4.35,5.66,6.59,8.13,11.2,14.78,18.45,23.2,29.73,37.19,45.96,56.26,67.09,77.35,97.22,114.03,131.27,151.33,167.05,183.38,216.1,246.25,275.17,300.45,332.72,442.34,493.96,557.41,688.85
"zimbabwe","zwe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.08,0.55,1.28,4.96,53.51,589.72
