"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.FAD:GDD(2.0.0)","BWA.B1GQ_V_XDC.A","OBS_VALUE","Botswana","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","0.03","0.03","0.04","0.04","0.05","0.04","0.05","0.05","0.06","0.07","0.08","0.10","0.14","0.19","0.23","0.28","0.36","0.41","0.53","0.74","0.88","0.92","1.17","1.40","1.82","2.42","2.81","3.78","5.88","6.53","7.05","7.96","8.74","10.07","11.42","13.32","16.26","18.28","20.20","25.03","28.99","31.90","34.14","36.97","41.39","50.31","57.83","64.87","73.26","72.40","85.85","103.33","106.26","119.87","138.86","137.05","164.42","166.65","173.73","179.58","171.04","207.89","251.35","263.92","262.53"
"IMF.FAD:GDD(2.0.0)","COG.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Congo, Republic of","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","35.06","36.50","33.75","32.87","39.36","44.09","48.56","56.79","67.53","63.06","64.17","82.76","124.25","143.64","159.78","191.31","170.07","166.41","161.20","151.67","155.45","142.31","129.84","148.48","231.14","226.32","189.82","198.99","230.18","206.32","145.02","180.08","163.51","185.31","122.59","99.75","94.72","93.76","69.60","83.84","43.49","34.39","30.20","33.94","42.32","74.18","84.64","88.48","71.22","77.60","102.51","97.76","92.48","99.01","95.44"
"IMF.FAD:GDD(2.0.0)","COL.B1GQ_V_XDC.A","OBS_VALUE","Colombia","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","11.26","12.78","13.82","15.38","18.32","19.09","21.40","25.56","29.61","33.82","38.56","43.97","49.31","64.96","81.12","87.01","109.84","123.77","138.98","162.79","190.09","219.62","268.23","345.66","454.23","571.31","719.33","996.85","1266.25","1648.59","2198.50","2760.46","3476.79","4252.03","5369.21","6913.60","9450.33","12285.52","16332.62","21059.72","28162.00","36346.27","46660.32","61115.90","80724.10","100932.96","120383.44","145481.50","167925.73","181171.02","207268.00","224483.00","243837.00","270695.00","305896.00","337957.00","381604.00","428506.00","476554.00","501574.00","544060.00","619023.00","666508.00","714094.00","762903.00","804692.00","863782.00","920471.00","987791.00","1060068.00","998471.00","1192634.00","1471079.00","1584562.00","1705323.00"
"IMF.FAD:GDD(2.0.0)","CAF.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Central African Republic","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","20.27","20.38","20.53","24.72","26.62","25.14","25.38","26.49","24.30","20.36","30.90","35.06","36.42","40.36","42.05","38.93","40.96","48.81","48.76","50.89","44.57","55.78","57.42","68.22","103.44","83.83","92.99","88.46","85.32","84.16","94.68","103.11","98.52","95.89","99.72","102.96","46.75","47.85","35.77","20.30","19.88","19.69","31.53","51.79","62.24","59.79","53.89","50.27","50.03","48.15","44.40","48.52","51.03","58.18","60.67"
"IMF.FAD:GDD(2.0.0)","CPV.B1GQ_V_XDC.A","OBS_VALUE","Cabo Verde","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","0.97","1.18","1.13","0.96","1.07","1.20","1.37","1.57","1.72","1.87","2.03","2.26","2.44","2.73","2.83","3.31","3.66","3.87","4.64","5.24","6.29","9.10","8.66","10.29","12.42","15.05","16.99","19.14","23.17","25.86","28.89","31.64","32.59","34.63","36.83","43.83","50.48","56.75","63.58","71.17","81.02","97.51","101.62","108.04","112.09","123.69","127.65","132.98","147.63","148.25","151.96","162.27","165.14","168.55","169.55","173.91","184.40","195.29","205.99","221.73","176.87","191.27","241.58","263.82","277.77"
"IMF.FAD:GDD(2.0.0)","BIH.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Bosnia and Herzegovina","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.40","56.04","34.60","35.13","31.12","27.56","25.49","24.86","20.58","18.17","30.32","36.37","42.21","40.94","43.56","43.75","47.14","46.38","44.87","38.62","34.89","33.17","37.10","35.62","31.01","31.59","32.75"
"IMF.FAD:GDD(2.0.0)","BRA.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Brazil","Debt instruments, Central government, Percent of GDP","Annual","Units","8.97","6.87","5.54","13.95","14.68","17.04","34.55","22.06","30.61","23.99","22.27","25.65","23.65","20.40","22.17","21.90","17.35","16.34","17.35","18.43","18.24","20.10","26.48","21.06","21.19","23.98","26.08","28.74","32.43","30.76","48.15","53.72","52.24","47.91","91.02","58.86","56.28","107.66","75.65","33.80","50.00","60.31","98.41","77.03","39.50","33.39","40.23","42.48","54.42","64.58","62.65","66.27","74.98","70.57","67.07","66.26","63.95","62.45","60.66","63.81","61.32","59.34","59.85","57.23","58.46","67.54","73.42","78.61","80.36","82.68","90.94","84.51","80.15","80.55","83.48"
"IMF.FAD:GDD(2.0.0)","BFA.B1GQ_V_XDC.A","OBS_VALUE","Burkina Faso","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","94.21","112.23","118.84","128.66","161.35","173.99","183.11","198.59","192.05","195.32","231.96","259.08","267.19","203.44","207.24","243.54","286.37","260.62","333.15","377.21","447.27","504.06","564.05","635.40","673.37","690.17","784.45","793.11","801.03","876.34","938.44","949.66","994.70","999.27","1018.96","1183.48","1335.83","1488.14","1606.77","1861.09","2086.19","2108.16","2336.62","2512.87","2749.16","2874.88","3240.72","3420.54","3649.93","4215.34","4444.60","5002.18","5692.82","6413.11","6640.13","6884.47","6995.31","7604.80","8186.77","8836.57","9428.06","10252.17","10944.54","12192.00","12845.78","14533.93"
"IMF.FAD:GDD(2.0.0)","CHN.B1GQ_V_XDC.A","OBS_VALUE","China, People's Republic of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","66.51","80.30","84.13","89.16","100.63","104.56","127.20","137.63","137.69","118.90","114.58","122.96","144.96","171.09","186.23","176.85","171.79","193.20","224.59","241.90","251.04","271.26","278.14","298.82","293.47","319.22","363.41","407.82","454.87","493.04","539.65","604.58","730.41","912.50","1040.93","1221.95","1523.65","1728.08","1900.60","2214.29","2732.60","3583.44","4880.77","6160.64","7223.17","8023.61","8572.99","9115.37","10102.46","11185.53","12304.74","13913.16","16379.66","19056.63","22303.69","27480.19","32335.10","35360.64","41562.51","49268.04","54808.88","60612.50","65743.25","70415.75","76067.21","84506.67","93358.13","100672.28","104224.49","117310.97","123341.28","129427.17","134908.42"
"IMF.FAD:GDD(2.0.0)","CMR.B1GQ_V_XDC.A","OBS_VALUE","Cameroon","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","143.58","165.91","176.87","217.57","239.13","249.50","261.17","293.50","308.46","338.08","385.99","368.52","466.35","522.32","639.57","763.62","855.54","1036.95","1241.61","1490.64","1851.52","2358.60","2852.70","3437.27","4194.78","5040.15","5391.10","5149.17","4784.95","4612.31","4401.97","4385.42","4195.11","4142.59","4619.97","5225.06","5634.02","6142.68","6688.53","7118.46","7504.47","8022.31","8614.01","9261.14","9927.78","10286.73","10924.19","11452.87","12360.95","13136.69","13610.55","14434.77","15395.86","16658.55","17966.12","19043.07","20038.57","20960.87","22203.33","23243.66","23486.47","24960.50","27662.02","29889.03","31998.27"
"IMF.FAD:GDD(2.0.0)","BWA.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Botswana","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","43.38","43.42","40.24","40.19","43.18","40.13","20.72","13.36","12.57","15.62","18.45","18.55","21.82","30.76","26.66","22.71","17.16","15.88","14.40","15.93","15.27","16.58","16.21","14.71","12.60","10.67","11.98","9.68","8.37","7.61","8.55","7.29","11.33","7.74","6.32","6.12","7.77","23.47","27.90","28.09","27.29","24.72","23.86","25.67","22.42","19.80","19.81","21.26","24.77","23.45","21.25","22.48","32.79"
"IMF.FAD:GDD(2.0.0)","CHL.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Chile","Debt instruments, Central government, Percent of GDP","Annual","Units","9.19","8.04","8.54","6.91","5.54","5.04","7.21","9.23","8.96","9.54","6.97","7.91","6.94","9.16","9.54","12.51","12.52","14.78","17.73","21.32","26.14","19.88","9.99","11.00","18.69","28.16","19.40","16.43","25.78","23.07","17.26","13.92","20.17","45.18","56.23","79.22","87.77","81.02","70.66","51.53","49.90","43.95","35.86","32.34","28.85","22.15","16.81","14.33","14.60","15.97","15.49","14.35","15.05","12.57","10.31","7.04","5.02","3.90","4.92","5.84","8.61","11.13","11.94","12.78","15.02","17.37","21.10","23.65","25.80","28.33","32.38","36.45","37.91","39.42","41.65"
"IMF.FAD:GDD(2.0.0)","CAN.B1GQ_V_XDC.A","OBS_VALUE","Canada","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","19.90","23.19","26.19","27.47","27.61","30.44","34.24","35.87","37.14","39.42","41.05","42.55","46.22","49.62","54.32","59.86","67.01","71.88","78.49","86.41","92.74","101.25","113.05","132.56","158.30","178.42","205.50","227.11","251.91","287.61","322.78","368.36","388.18","421.32","461.99","500.03","526.63","574.34","626.89","671.58","695.50","701.77","718.44","747.04","791.97","831.62","859.83","906.93","940.55","1007.93","1106.07","1144.54","1193.69","1254.75","1335.73","1421.59","1496.60","1577.66","1657.04","1571.33","1666.05","1774.06","1827.20","1902.25","1994.90","1990.44","2025.54","2140.64","2235.68","2313.56","2220.53","2535.82","2850.94","2933.81","3069.08"
"IMF.FAD:GDD(2.0.0)","TCD.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Chad","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","10.87","12.14","8.73","9.44","12.64","16.57","18.86","23.05","25.14","32.15","31.47","23.81","20.83","20.43","17.31","15.96","15.91","18.53","18.31","19.65","21.42","26.02","29.63","37.35","44.03","41.12","40.51","41.32","34.70","44.68","52.41","43.51","41.96","34.42","25.16","21.96","20.08","17.64","15.66","23.87","22.86","22.32","19.94","22.28","29.50","31.31","40.27","38.93","33.42","38.18","41.07","41.56","32.23","32.60","33.80"
"IMF.FAD:GDD(2.0.0)","BGR.B1GQ_V_XDC.A","OBS_VALUE","Bulgaria","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.04","0.04","0.04","0.04","0.05","0.05","0.05","0.05","0.06","0.06","0.07","0.20","0.29","0.43","0.76","1.28","2.19","19.03","26.46","25.04","28.12","30.99","34.07","36.64","41.20","47.02","53.61","63.49","72.85","73.18","74.89","81.13","82.64","82.25","84.15","89.57","95.35","102.68","109.78","119.91","121.09","139.60","168.36","185.23","202.86"
"IMF.FAD:GDD(2.0.0)","BRA.B1GQ_V_XDC.A","OBS_VALUE","Brazil","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.01","0.06","0.63","13.80","349.38","705.99","854.76","952.09","1002.35","1087.71","1199.09","1315.76","1488.79","1717.95","1957.75","2170.58","2409.45","2720.26","3109.80","3333.04","3885.85","4376.38","4814.76","5331.62","5778.95","5995.79","6269.33","6585.48","7004.14","7389.13","7609.60","9012.14","10079.68","10943.34","11744.71"
"IMF.FAD:GDD(2.0.0)","CMR.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Cameroon","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","10.67","13.81","12.57","12.74","12.50","14.64","18.28","25.96","27.86","28.64","26.92","24.24","24.11","24.13","21.69","23.73","24.42","24.93","26.21","34.70","40.97","43.46","53.71","53.47","90.26","106.49","94.22","","67.76","68.37","75.88","62.18","56.60","51.52","51.73","43.84","18.35","13.80","11.15","11.26","13.99","15.05","14.87","17.47","20.71","25.83","26.18","29.71","33.20","36.28","39.39","41.64","40.62","38.89","39.54"
"IMF.FAD:GDD(2.0.0)","CIV.B1GQ_V_XDC.A","OBS_VALUE","Côte d'Ivoire","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","254.46","285.89","301.26","316.28","340.03","368.09","415.09","445.88","494.83","546.27","632.77","662.93","696.22","803.66","996.64","1213.00","1522.44","2030.78","2352.75","2566.25","2932.03","3125.32","3391.13","3548.57","4056.83","4254.50","4389.55","4190.64","4197.27","4302.60","4063.05","4091.67","4080.61","4323.40","6380.19","7589.66","8583.72","9457.38","10284.87","10533.39","10547.19","11341.05","11895.46","12297.07","12088.70","12456.80","12866.17","13477.30","14995.06","15845.80","17036.26","16743.16","18905.93","21350.41","24136.05","27086.37","28686.71","30491.65","32506.10","35379.06","36277.95","40366.86","44238.80","48293.90","52798.95"
"IMF.FAD:GDD(2.0.0)","DNK.B1GQ_V_XDC.A","OBS_VALUE","Denmark","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","22.72","24.16","25.86","27.82","29.15","30.25","32.45","34.59","35.98","40.29","43.61","48.46","54.54","58.28","66.26","74.34","82.32","90.46","100.64","114.46","126.65","139.99","160.93","184.55","206.73","230.89","268.21","298.19","332.42","370.34","399.09","437.80","500.65","551.73","609.68","661.77","709.97","746.85","777.76","821.02","855.38","890.27","923.32","927.92","992.37","1035.60","1087.15","1144.17","1185.22","1240.98","1325.98","1372.28","1411.48","1438.89","1509.67","1590.08","1685.24","1743.14","1809.72","1729.53","1812.90","1848.53","1892.94","1935.56","1980.26","2030.21","2101.52","2189.59","2243.54","2303.64","2326.59","2567.52","2844.23","2804.74","2960.89"
"IMF.FAD:GDD(2.0.0)","DMA.B1GQ_V_XDC.A","OBS_VALUE","Dominica","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","0.01","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.04","0.04","0.04","0.05","0.07","0.09","0.11","0.12","0.15","0.15","0.20","0.22","0.24","0.27","0.29","0.32","0.36","0.41","0.46","0.50","0.54","0.59","0.63","0.66","0.71","0.74","0.79","0.82","0.87","0.90","0.90","0.92","0.90","0.93","0.99","0.98","1.05","1.14","1.24","1.32","1.33","1.35","1.31","1.35","1.41","1.46","1.56","1.41","1.50","1.65","1.36","1.50","1.64","1.77","1.88"
"IMF.FAD:GDD(2.0.0)","CZE.B1GQ_V_XDC.A","OBS_VALUE","Czech Republic","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","736.38","886.40","990.89","1199.81","1387.11","1607.59","1840.56","1982.42","2168.88","2267.28","2399.70","2591.57","2704.47","2833.20","3087.78","3288.49","3530.25","3856.63","4037.56","3945.51","4032.95","4095.36","4118.39","4169.01","4377.99","4651.81","4843.03","5179.34","5475.77","5888.87","5828.32","6307.76","7049.87","7618.53","8008.21"
"IMF.FAD:GDD(2.0.0)","SLV.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","El Salvador","Debt instruments, Central government, Percent of GDP","Annual","Units","","5.06","5.49","6.09","5.25","4.62","5.56","6.40","6.74","6.53","6.39","7.55","","7.42","7.61","8.46","9.37","9.49","9.66","10.38","10.13","10.36","11.01","11.15","12.18","13.08","14.42","12.13","14.63","15.91","21.99","39.50","50.09","66.42","102.35","112.07","92.90","96.32","84.67","84.93","55.74","57.52","52.61","41.56","36.97","32.50","32.34","28.63","26.17","28.40","30.52","35.08","40.21","42.57","44.08","43.92","43.96","41.50","41.41","50.30","49.89","48.15","51.34","49.19","49.63","49.66","49.57","48.75","47.70","47.99","61.94","57.99","54.45","53.76","56.19"
"IMF.FAD:GDD(2.0.0)","EST.B1GQ_V_XDC.A","OBS_VALUE","Estonia, Republic of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","0.11","0.89","1.51","2.08","2.86","3.68","4.57","5.10","5.41","6.17","6.98","7.82","8.75","9.78","11.35","13.57","16.40","16.62","14.13","14.74","16.74","18.09","19.16","20.37","21.01","22.19","24.32","26.44","28.47","27.86","31.46","36.44","38.19","39.51"
"IMF.FAD:GDD(2.0.0)","EST.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Estonia, Republic of","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.33","2.92","3.47","3.13","2.82","2.30","2.09","1.44","1.81","4.25","4.50","4.52","11.91","11.96","11.87","11.22","10.71","9.86","9.21","9.70","18.32","17.92","18.97","20.00","23.06"
"IMF.FAD:GDD(2.0.0)","FRA.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","France","Debt instruments, Central government, Percent of GDP","Annual","Units","37.83","32.06","31.06","33.02","32.43","31.34","31.20","30.98","30.50","29.44","26.72","24.59","22.09","20.75","18.33","16.45","14.43","15.14","14.95","13.58","19.84","18.93","16.82","14.93","14.47","15.23","14.26","14.10","13.61","13.49","13.30","14.47","17.80","18.99","20.85","22.06","23.14","24.77","24.92","26.08","27.36","27.98","31.21","36.62","40.51","45.86","48.22","49.43","50.71","50.64","49.45","49.46","51.62","54.72","54.61","55.13","52.25","52.15","56.32","68.11","69.33","70.63","73.21","75.96","77.38","78.07","79.16","80.17","81.16","81.60","93.30","92.12","91.96","91.62","94.34"
"IMF.FAD:GDD(2.0.0)","CYP.B1GQ_V_XDC.A","OBS_VALUE","Cyprus","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","0.08","0.10","0.12","0.13","0.14","0.15","0.18","0.19","0.18","0.19","0.19","0.20","0.23","0.24","0.22","0.27","0.29","0.33","0.36","0.41","0.43","0.50","0.56","0.63","0.61","0.51","0.62","0.78","0.93","1.16","1.40","1.61","1.88","2.09","2.45","2.72","2.94","3.27","3.66","4.14","4.69","4.91","5.69","6.03","6.72","7.68","7.98","8.37","9.06","9.73","10.60","11.42","11.88","12.85","13.86","14.82","16.00","17.51","19.01","18.68","19.46","19.86","19.50","18.04","17.48","17.94","19.01","20.31","21.81","23.40","22.37","25.68","29.42","31.34","33.41"
"IMF.FAD:GDD(2.0.0)","CZE.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Czech Republic","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.24","11.34","12.39","10.24","10.80","12.55","13.92","15.74","21.40","24.21","26.38","26.27","25.53","25.29","25.19","25.99","31.01","34.30","36.95","41.23","41.59","39.14","37.41","35.39","33.49","32.00","30.44","38.13","42.18","44.04","44.00","43.81"
"IMF.FAD:GDD(2.0.0)","GAB.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Gabon","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","12.77","15.47","19.90","26.60","33.60","35.79","46.39","63.35","75.25","67.46","33.54","26.78","25.52","22.44","24.23","31.82","35.76","73.69","72.25","72.84","57.89","64.53","61.56","60.87","93.64","85.29","74.41","71.62","92.67","77.46","72.50","80.98","81.07","70.24","60.30","41.70","34.88","39.24","20.05","25.99","21.30","21.42","21.44","31.11","34.06","44.70","64.50","62.93","62.34","59.78","83.04","72.94","65.59","70.59","73.40"
"IMF.FAD:GDD(2.0.0)","GNQ.B1GQ_V_XDC.A","OBS_VALUE","Equatorial Guinea, Republic of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","0.74","0.81","0.89","1.06","1.16","1.35","1.47","1.49","1.56","1.73","1.93","2.12","2.32","2.75","3.34","4.01","4.64","5.58","5.81","6.19","6.66","8.06","11.56","15.15","19.22","33.16","31.44","33.33","35.58","33.46","36.27","37.18","42.37","45.77","66.50","84.13","141.30","306.77","259.84","454.39","822.85","1225.98","1436.75","2165.05","3131.00","4316.63","5274.15","6264.84","8844.11","7095.92","8072.29","10064.62","11430.51","10840.52","10746.85","7795.42","6661.37","7084.54","7389.22","6658.37","5694.74","6774.08","8537.80","7483.58","7604.63"
"IMF.FAD:GDD(2.0.0)","FIN.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Finland","Debt instruments, Central government, Percent of GDP","Annual","Units","12.87","7.11","7.50","8.36","8.16","7.53","8.04","7.22","7.15","6.93","5.35","4.82","6.26","7.71","7.54","8.52","9.07","8.26","8.13","6.76","5.66","4.81","3.80","2.42","1.67","3.06","2.74","4.30","7.72","7.89","8.26","8.79","10.79","12.25","12.05","12.58","12.98","13.87","12.43","10.14","9.98","16.46","33.22","48.30","51.32","51.30","51.96","49.32","44.11","41.59","45.14","43.44","42.64","45.16","44.94","42.14","40.22","36.00","34.72","44.13","50.11","52.02","57.86","60.81","64.81","68.76","68.65","66.58","65.36","65.33","75.32","73.20","74.03","77.16","82.05"
"IMF.FAD:GDD(2.0.0)","DOM.B1GQ_V_XDC.A","OBS_VALUE","Dominican Republic","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","0.49","0.60","0.62","0.61","0.66","0.66","0.73","0.85","0.81","0.82","0.89","0.86","1.04","1.18","1.25","1.10","1.24","1.30","1.31","1.48","1.91","2.14","2.55","3.01","3.75","4.62","5.07","5.88","6.07","7.05","8.67","9.70","10.60","11.83","14.87","20.14","22.80","28.73","42.13","54.37","77.34","123.55","145.07","163.51","184.77","214.12","235.25","280.36","318.65","350.52","393.30","427.32","477.43","628.61","935.98","1083.45","1261.40","1458.42","1660.57","1734.70","1981.02","2207.11","2381.30","2614.47","2918.45","3196.73","3480.30","3758.55","4208.09","4572.74","4439.81","5427.46","6257.30","6764.53","7402.89"
"IMF.FAD:GDD(2.0.0)","ECU.B1GQ_V_XDC.A","OBS_VALUE","Ecuador","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","0.36","0.39","0.44","0.47","0.52","0.55","0.56","0.60","0.62","0.65","0.70","0.75","0.80","0.87","0.97","1.03","1.13","1.26","1.37","1.50","1.75","1.88","2.20","2.92","4.36","5.07","6.25","7.81","8.98","10.98","16.12","16.50","16.47","14.48","15.41","18.02","13.22","12.35","11.75","11.53","11.71","13.14","14.37","16.78","20.24","21.98","23.00","25.85","26.29","18.89","17.53","23.13","27.05","30.97","35.19","40.28","45.69","49.85","61.14","60.09","68.15","78.99","87.74","96.57","102.72","97.21","97.67","104.47","107.48","107.60","95.87","107.18","116.13","121.15","121.73"
"IMF.FAD:GDD(2.0.0)","DMA.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Dominica","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","13.59","13.35","16.66","10.67","11.99","12.36","28.53","33.06","38.05","47.02","51.37","51.07","49.74","43.90","","56.56","58.71","55.30","55.41","56.98","59.28","54.66","49.28","57.09","61.98","69.55","97.49","99.36","98.22","85.82","84.94","80.45","74.90","66.53","62.81","67.32","68.64","74.03","75.57","73.53","71.13","72.91","86.69","90.01","89.11","118.15","113.57","108.33","103.19","104.35"
